深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
深圳卫视,http://221.234.25.122:9999/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
湖北卫视,http://221.234.25.122:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,1.599 MB/s
湖北卫视,http://61.136.67.238:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0,1.517 MB/s
湖北经视,http://221.234.25.122:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,1.726 MB/s
湖南卫视,http://113.218.218.5:8001/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,1.852 MB/s
湖南卫视,http://61.136.67.238:50085/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,1.689 MB/s
湖南卫视,http://123.160.232.124:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,1.613 MB/s
湖南都市,http://113.218.218.5:8001/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
炫动卡通,http://222.89.107.42:9876/tsfile/live/0017_4.m3u8?key=txiptv&playlive=1&authid=0,0.578 MB/s
电视剧,http://61.136.67.238:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,1.615 MB/s
移动戏曲,http://123.160.232.124:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0,1.517 MB/s
美食汇,http://222.89.107.42:9876/tsfile/live/0017_5.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
荆门教育,http://221.234.25.122:9999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
荆门新闻,http://221.234.25.122:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
西藏卫视,http://222.89.107.42:9876/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0,1.303 MB/s
贵州卫视,http://61.136.67.238:50085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,1.726 MB/s
贵州卫视,http://222.89.107.42:9876/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
辽宁卫视,http://61.136.67.238:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
辽宁卫视,http://221.234.25.122:9999/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
辽宁卫视,http://123.160.232.124:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,1.509 MB/s
辽宁卫视,http://222.89.107.42:9876/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
都市,http://123.160.232.124:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,1.649 MB/s
都市,http://61.136.67.238:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
重庆卫视,http://61.136.67.238:50085/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
重庆卫视,http://123.160.232.124:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,1.615 MB/s
重庆卫视,http://221.234.25.122:9999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,1.517 MB/s
金鹰纪实,http://221.234.25.122:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,1.613 MB/s
青海卫视,http://123.160.232.124:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0,1.744 MB/s
青海卫视,http://222.89.107.42:9876/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
